idea,worker,rating
31ANT7FQN8EN6Z68S2P00K0Y5BRH5B,A37WXDYYT7RCZ0,4
31ANT7FQN8EN6Z68S2P00K0Y5BRH5B,A38DC3BG1ZCVZ2,2
3N2YPY1GI6ASKJUL8SZ7JFXKQJ1EVZ,A3OLRWACCCCUTU,4
3N2YPY1GI6ASKJUL8SZ7JFXKQJ1EVZ,A38DC3BG1ZCVZ2,4
3KTCJ4SCVGDAAV60IC31PZVDAHLM17,A38DC3BG1ZCVZ2,5
3KTCJ4SCVGDAAV60IC31PZVDAHLM17,ASB8T0H7L99RF,4
3ODOP6T3ASW1VQZQVC3J8OOIGWE42B,A38DC3BG1ZCVZ2,2
3ODOP6T3ASW1VQZQVC3J8OOIGWE42B,AA9V4NE8SOA4I,3
3P888QFVX36MR2BTG78TI4SQDTSOQJ,ASB8T0H7L99RF,2
3P888QFVX36MR2BTG78TI4SQDTSOQJ,A38DC3BG1ZCVZ2,5
3XEDXEGFX30FDILF1HMLWHKZGKKK0X,A38DC3BG1ZCVZ2,3
3XEDXEGFX30FDILF1HMLWHKZGKKK0X,ASB8T0H7L99RF,4
3IZVJEBJ6AW5GO6G375CSXI3XWJ6Z6,A38DC3BG1ZCVZ2,4
3IZVJEBJ6AW5GO6G375CSXI3XWJ6Z6,A29VL3MZE7YPBZ,3
36KM3FWE3RORI3EVINXCSCFDA0K70E,A29VL3MZE7YPBZ,4
36KM3FWE3RORI3EVINXCSCFDA0K70E,A37WXDYYT7RCZ0,3
382GHPVPHS3QG8V9ZCHORYTAMAE43M,A37WXDYYT7RCZ0,3
382GHPVPHS3QG8V9ZCHORYTAMAE43M,A38DC3BG1ZCVZ2,2
3W0XM68YZP7FK76XX0QLAM39LCQK10,ASB8T0H7L99RF,2
3W0XM68YZP7FK76XX0QLAM39LCQK10,A37WXDYYT7RCZ0,3
3Q2T3FD0ONK6KYKF5GHKDSAA81ZM3Z,A37WXDYYT7RCZ0,3
3Q2T3FD0ONK6KYKF5GHKDSAA81ZM3Z,A38DC3BG1ZCVZ2,2
30OITAWPBQF67M8KVS2HC050R7A9HU,A37WXDYYT7RCZ0,3
30OITAWPBQF67M8KVS2HC050R7A9HU,A29VL3MZE7YPBZ,1
3FULMHZ7OU9R2U3J5UM3NX2GM1VM4K,A38DC3BG1ZCVZ2,4
3FULMHZ7OU9R2U3J5UM3NX2GM1VM4K,A29VL3MZE7YPBZ,4
3EGKVCRQFW4BHAD63CK1P6VT53QBY5,A38DC3BG1ZCVZ2,4
3EGKVCRQFW4BHAD63CK1P6VT53QBY5,ASB8T0H7L99RF,2
378G7J1SJLA5Z8UQY2435HGYXS3EW9,A29VL3MZE7YPBZ,4
378G7J1SJLA5Z8UQY2435HGYXS3EW9,A38DC3BG1ZCVZ2,5
3421H3BM9AT2YS3AJS52ODLF4ZE9JZ,A38DC3BG1ZCVZ2,5
3421H3BM9AT2YS3AJS52ODLF4ZE9JZ,ASB8T0H7L99RF,3
3I7KR83SNAPX9C9S1D5EPSLSJOE9KY,A38DC3BG1ZCVZ2,3
3I7KR83SNAPX9C9S1D5EPSLSJOE9KY,ASB8T0H7L99RF,2
3TTPFEFXCTWJP36MXLZ5SQEY162H6R,A37WXDYYT7RCZ0,2
3TTPFEFXCTWJP36MXLZ5SQEY162H6R,A38DC3BG1ZCVZ2,4
3PMR2DOWOODTUNIDDV5H6VRU06545C,A37WXDYYT7RCZ0,3
3PMR2DOWOODTUNIDDV5H6VRU06545C,A38DC3BG1ZCVZ2,4
3NQUW096N6K8TIRAMDHF4SY78OJ9L1,A38DC3BG1ZCVZ2,4
3NQUW096N6K8TIRAMDHF4SY78OJ9L1,A29VL3MZE7YPBZ,5
37M4O367VJU9YD7JJZ5DSP8UMXQM5P,A37WXDYYT7RCZ0,3
37M4O367VJU9YD7JJZ5DSP8UMXQM5P,A38DC3BG1ZCVZ2,2
329E6HTMSWEBUAKCK444YFI6JW4K3S,A23JA6ICO4BPQ5,4
329E6HTMSWEBUAKCK444YFI6JW4K3S,A1YSYI926BBOHW,4
3DQYSJDTYLNKO8ZG870P70U56U9EX2,A38DC3BG1ZCVZ2,3
3DQYSJDTYLNKO8ZG870P70U56U9EX2,A29VL3MZE7YPBZ,5
3G5RUKN2ECFYHIUVYQXUHK2WDJJ9N3,A37WXDYYT7RCZ0,4
3G5RUKN2ECFYHIUVYQXUHK2WDJJ9N3,A38DC3BG1ZCVZ2,5
389A2A304OUXUK9R945N8Y7RBBBC0C,A29VL3MZE7YPBZ,4
389A2A304OUXUK9R945N8Y7RBBBC0C,A38DC3BG1ZCVZ2,4
3H5TOKO3D9VPDRIRIEFMY15UW1G46S,A38DC3BG1ZCVZ2,3
3H5TOKO3D9VPDRIRIEFMY15UW1G46S,A37WXDYYT7RCZ0,3
3V8JSVE8YY29ODPQD3MRQE1E803EY8,A38DC3BG1ZCVZ2,2
3V8JSVE8YY29ODPQD3MRQE1E803EY8,A29VL3MZE7YPBZ,5
307FVKVSYRR8HRWW1OKE4F5QRC047R,AKX5RHHO8BIUX,4
307FVKVSYRR8HRWW1OKE4F5QRC047R,A38DC3BG1ZCVZ2,2
3D3B8GE8923YK368E5AML97RDYK9PZ,A37WXDYYT7RCZ0,3
3D3B8GE8923YK368E5AML97RDYK9PZ,AA9V4NE8SOA4I,4
3JHB4BPSFKLJKF7NEIPBLEX1IU69QQ,A37WXDYYT7RCZ0,3
3JHB4BPSFKLJKF7NEIPBLEX1IU69QQ,A38DC3BG1ZCVZ2,2
3Z56AA6EK4C5HH7XOIFIKVMUIS1M65,A37WXDYYT7RCZ0,3
3Z56AA6EK4C5HH7XOIFIKVMUIS1M65,A38DC3BG1ZCVZ2,2
3I7SHAD35M8OLHL27SKAQ9MQD3LM74,A25D66AC4QUW2U,5
3I7SHAD35M8OLHL27SKAQ9MQD3LM74,A37WXDYYT7RCZ0,3
3DTJ4WT8BDR9T3ZV9POA4LAGEU7EZZ,A37WXDYYT7RCZ0,3
3DTJ4WT8BDR9T3ZV9POA4LAGEU7EZZ,ASB8T0H7L99RF,4
3XH7ZM9YX26JWGMNRXEBQ476EG89RR,A38DC3BG1ZCVZ2,4
3XH7ZM9YX26JWGMNRXEBQ476EG89RR,A37WXDYYT7RCZ0,3
37VUR2VJ6A1X19U95N9NM3Q1G3HC1F,A38DC3BG1ZCVZ2,3
37VUR2VJ6A1X19U95N9NM3Q1G3HC1F,A37WXDYYT7RCZ0,3
3JTPR5MTZSOE8P7GYNSXDCGQXSVK5I,A37WXDYYT7RCZ0,4
3JTPR5MTZSOE8P7GYNSXDCGQXSVK5I,AA9V4NE8SOA4I,5
3T8DUCXY0NIWCVZFVMJ6QJ8O2159T4,A38DC3BG1ZCVZ2,3
3T8DUCXY0NIWCVZFVMJ6QJ8O2159T4,A1YSYI926BBOHW,5
3BFNCI9LYK2NZVDS1AFVUADKDC4739,A38DC3BG1ZCVZ2,4
3BFNCI9LYK2NZVDS1AFVUADKDC4739,ASB8T0H7L99RF,2
3V0TR1NRVAEQ0TUU8RWYE67GSK64AI,A37WXDYYT7RCZ0,3
3V0TR1NRVAEQ0TUU8RWYE67GSK64AI,A38DC3BG1ZCVZ2,1
3TFJJUELSH14QUC5OR91RM0689VC2W,ASB8T0H7L99RF,3
3TFJJUELSH14QUC5OR91RM0689VC2W,A38DC3BG1ZCVZ2,5
307FVKVSYRR8HRWW1OKE4F5QRC074U,A29VL3MZE7YPBZ,3
307FVKVSYRR8HRWW1OKE4F5QRC074U,A38DC3BG1ZCVZ2,3
3V7ICJJAZASVJ3ZME5WU9HRMA2R4BD,A38DC3BG1ZCVZ2,3
3V7ICJJAZASVJ3ZME5WU9HRMA2R4BD,A37WXDYYT7RCZ0,3
3KTZHH2ONIRSLVQLHXCG49ILONRM8R,A38DC3BG1ZCVZ2,2
3KTZHH2ONIRSLVQLHXCG49ILONRM8R,A37WXDYYT7RCZ0,3
3087LXLJ6MS4XWT106VOG4SU8O3F0Q,A38DC3BG1ZCVZ2,3
3087LXLJ6MS4XWT106VOG4SU8O3F0Q,AA9V4NE8SOA4I,4
32W3UF2EZOXET8RSS5SPK1X4SNR4CK,A38DC3BG1ZCVZ2,5
32W3UF2EZOXET8RSS5SPK1X4SNR4CK,A3UV55HC87DO9C,4
3EHIMLB7F7B6THPAQ0W3C4AP71SH8D,ASB8T0H7L99RF,2
3EHIMLB7F7B6THPAQ0W3C4AP71SH8D,A38DC3BG1ZCVZ2,4
30OITAWPBQF67M8KVS2HC050R7AH92,A38DC3BG1ZCVZ2,5
30OITAWPBQF67M8KVS2HC050R7AH92,A29VL3MZE7YPBZ,4
3Z33IC0JC0YBPN340HJLR1W9ZML9VK,A25D66AC4QUW2U,4
3Z33IC0JC0YBPN340HJLR1W9ZML9VK,A38DC3BG1ZCVZ2,3
37OPIVELUUFKC5IPNYGH8VGKXPSHAH,A1CHC8M7CWC254,4
37OPIVELUUFKC5IPNYGH8VGKXPSHAH,A37WXDYYT7RCZ0,3
32W3UF2EZOXET8RSS5SPK1X4SNRC4S,A29VL3MZE7YPBZ,1
32W3UF2EZOXET8RSS5SPK1X4SNRC4S,A38DC3BG1ZCVZ2,2
3UOMW19E6DIWPRVS6ABZPT3ISJMC5X,A38DC3BG1ZCVZ2,3
3UOMW19E6DIWPRVS6ABZPT3ISJMC5X,A37WXDYYT7RCZ0,3
3SZYX62S5GCQDA0WFT3O97B4R8V75Z,A29VL3MZE7YPBZ,3
3SZYX62S5GCQDA0WFT3O97B4R8V75Z,A38DC3BG1ZCVZ2,3
3ZZAYRN1I63ZJI3LXB2ON93DX0ROTX,A3L3ZFL1NYFTCF,4
3ZZAYRN1I63ZJI3LXB2ON93DX0ROTX,ASB8T0H7L99RF,4
3J9L0X0VDFYO4C39QROHD3FN6VN9WU,A38DC3BG1ZCVZ2,3
3J9L0X0VDFYO4C39QROHD3FN6VN9WU,A29VL3MZE7YPBZ,2
3UAU495MII4EJVIAXGSYS5PFGEYOUO,AHV4U78TUUDKI,4
3UAU495MII4EJVIAXGSYS5PFGEYOUO,A37WXDYYT7RCZ0,4
3UEDKCTP9V2TVTLZMG7UBWUMOYQK7X,A37WXDYYT7RCZ0,3
3UEDKCTP9V2TVTLZMG7UBWUMOYQK7X,A38DC3BG1ZCVZ2,2
3KI0JD2ZU1UMWE0AKCDT1DP4N3676F,ASB8T0H7L99RF,2
3KI0JD2ZU1UMWE0AKCDT1DP4N3676F,A38DC3BG1ZCVZ2,3
3PR3LXCWSFB3TC8Z0WK3FMTUFXT9XN,A38DC3BG1ZCVZ2,3
3PR3LXCWSFB3TC8Z0WK3FMTUFXT9XN,A37WXDYYT7RCZ0,3
379OL9DBSSQSTHY95S65Y003H3N9YT,A37WXDYYT7RCZ0,2
379OL9DBSSQSTHY95S65Y003H3N9YT,A29VL3MZE7YPBZ,5
3FTID4TN8LANUJZIUP9V39RYHX4LY2,A29VL3MZE7YPBZ,3
335VBRURDJCUNCHI5RUBRX8NZRI9EE,A29VL3MZE7YPBZ,3
3H781YYV6TUD7RQW3XZSIX9ZTYLETJ,A1MIR0TP081SKT,4
3IWA71V4TISGBT612PHRVC2SPWL6X9,A29VL3MZE7YPBZ,5
3JU8CV4BRLO1RQAEGUT4IZ2G8X6OPS,A1IZ4NX41GKU4X,5
337F8MIIMZPUZGWCGPZ5P0V3JYU40R,A2UO3QJZNC2VOE,2
3QGHA0EA0JC7S5I6OB2D49ADUVQBW6,A1MIR0TP081SKT,1
31ANT7FQN8EN6Z68S2P00K0Y5BRH5B,A29VL3MZE7YPBZ,1
3N2YPY1GI6ASKJUL8SZ7JFXKQJ1EVZ,A1IZ4NX41GKU4X,5
3KTCJ4SCVGDAAV60IC31PZVDAHLM17,A1MIR0TP081SKT,5
3P888QFVX36MR2BTG78TI4SQDTSOQJ,A29VL3MZE7YPBZ,2
3XEDXEGFX30FDILF1HMLWHKZGKKK0X,A29VL3MZE7YPBZ,5
3IZVJEBJ6AW5GO6G375CSXI3XWJ6Z6,A29VL3MZE7YPBZ,5
36KM3FWE3RORI3EVINXCSCFDA0K70E,A3CR9XJAL7U5JW,3
382GHPVPHS3QG8V9ZCHORYTAMAE43M,A29VL3MZE7YPBZ,3
3W0XM68YZP7FK76XX0QLAM39LCQK10,A1IZ4NX41GKU4X,3
3Q2T3FD0ONK6KYKF5GHKDSAA81ZM3Z,A29VL3MZE7YPBZ,4
30OITAWPBQF67M8KVS2HC050R7A9HU,A29VL3MZE7YPBZ,5
3EGKVCRQFW4BHAD63CK1P6VT53QBY5,A29VL3MZE7YPBZ,3
3421H3BM9AT2YS3AJS52ODLF4ZE9JZ,A1MIR0TP081SKT,5
3TTPFEFXCTWJP36MXLZ5SQEY162H6R,A29VL3MZE7YPBZ,5
3NQUW096N6K8TIRAMDHF4SY78OJ9L1,A1IZ4NX41GKU4X,2
37M4O367VJU9YD7JJZ5DSP8UMXQM5P,A1IZ4NX41GKU4X,3
3DQYSJDTYLNKO8ZG870P70U56U9EX2,A2UO3QJZNC2VOE,3
3H5TOKO3D9VPDRIRIEFMY15UW1G46S,A1MIR0TP081SKT,2
3V8JSVE8YY29ODPQD3MRQE1E803EY8,A29VL3MZE7YPBZ,3
307FVKVSYRR8HRWW1OKE4F5QRC047R,A29VL3MZE7YPBZ,3
3JHB4BPSFKLJKF7NEIPBLEX1IU69QQ,A29VL3MZE7YPBZ,5
3I7SHAD35M8OLHL27SKAQ9MQD3LM74,A29VL3MZE7YPBZ,4
3DTJ4WT8BDR9T3ZV9POA4LAGEU7EZZ,A29VL3MZE7YPBZ,5
3XH7ZM9YX26JWGMNRXEBQ476EG89RR,A29VL3MZE7YPBZ,4
37VUR2VJ6A1X19U95N9NM3Q1G3HC1F,A299J4PKHAEU9H,4
3T8DUCXY0NIWCVZFVMJ6QJ8O2159T4,A29VL3MZE7YPBZ,5
3BFNCI9LYK2NZVDS1AFVUADKDC4739,A29VL3MZE7YPBZ,4
3V0TR1NRVAEQ0TUU8RWYE67GSK64AI,A1MIR0TP081SKT,3
3TFJJUELSH14QUC5OR91RM0689VC2W,A29VL3MZE7YPBZ,4
307FVKVSYRR8HRWW1OKE4F5QRC074U,A1IZ4NX41GKU4X,2
3V7ICJJAZASVJ3ZME5WU9HRMA2R4BD,A1MIR0TP081SKT,3
3KTZHH2ONIRSLVQLHXCG49ILONRM8R,A29VL3MZE7YPBZ,3
32W3UF2EZOXET8RSS5SPK1X4SNR4CK,A29VL3MZE7YPBZ,4
3EHIMLB7F7B6THPAQ0W3C4AP71SH8D,A1MIR0TP081SKT,4
30OITAWPBQF67M8KVS2HC050R7AH92,A2HM35CWB7IIFM,3
3Z33IC0JC0YBPN340HJLR1W9ZML9VK,A29VL3MZE7YPBZ,4
32W3UF2EZOXET8RSS5SPK1X4SNRC4S,A29VL3MZE7YPBZ,1
3UOMW19E6DIWPRVS6ABZPT3ISJMC5X,A29VL3MZE7YPBZ,4
3SZYX62S5GCQDA0WFT3O97B4R8V75Z,A29VL3MZE7YPBZ,5
3J9L0X0VDFYO4C39QROHD3FN6VN9WU,A29VL3MZE7YPBZ,2
379OL9DBSSQSTHY95S65Y003H3N9YT,ARLGZWN6W91WD,4
