idea,worker,rating
3G9UA71JVV6YK9FH4V7IAHU99OU7JJ,A9HQ3E0F2AGVO,4
39O6Z4JLX291QJL23XPZ74IR64FXVO,ASB8T0H7L99RF,4
39O6Z4JLX291QJL23XPZ74IR64FXVO,A38DC3BG1ZCVZ2,3
3UEDKCTP9V2TVTLZMG7UBWUMODU7KI,A38DC3BG1ZCVZ2,1
3UEDKCTP9V2TVTLZMG7UBWUMODU7KI,ASB8T0H7L99RF,4
35U0MRQMUJJEWA7A2623ORRYU0AVOH,A38DC3BG1ZCVZ2,3
35U0MRQMUJJEWA7A2623ORRYU0AVOH,A1IZ4NX41GKU4X,3
3ZXNP4Z39RX4FZ3H7GJVQW71DDZ7LL,A3PYB8Z6FFWSOV,3
3ZXNP4Z39RX4FZ3H7GJVQW71DDZ7LL,A38DC3BG1ZCVZ2,5
3X0EMNLXEP1WHAJBH6FIDRWO456VPY,ASB8T0H7L99RF,4
3X0EMNLXEP1WHAJBH6FIDRWO456VPY,A38DC3BG1ZCVZ2,3
3VCK0Q0PO5QGLO6IYUE1O913AUT0NG,ASB8T0H7L99RF,4
3VCK0Q0PO5QGLO6IYUE1O913AUT0NG,A38DC3BG1ZCVZ2,4
3TUOHPJXYH9E58L7T7UVT615DDHXWY,A38DC3BG1ZCVZ2,3
3TUOHPJXYH9E58L7T7UVT615DDHXWY,ASB8T0H7L99RF,4
3S1L4CQSFXH0Y9RJS8SH5A47HPJAFA,ASB8T0H7L99RF,4
3S1L4CQSFXH0Y9RJS8SH5A47HPJAFA,A38DC3BG1ZCVZ2,4
371QPA24C20ENQWKR94DBDQ544KT1C,A25D66AC4QUW2U,4
371QPA24C20ENQWKR94DBDQ544KT1C,A38DC3BG1ZCVZ2,3
304QEQWKZPWY396UZ9EE3Y1804Y0OV,ASB8T0H7L99RF,4
304QEQWKZPWY396UZ9EE3Y1804Y0OV,A3PYB8Z6FFWSOV,3
3Y3CZJSZ9K50VTKBO71UEO24SZT5RU,A2WTDVHVVORNDU,2
3Y3CZJSZ9K50VTKBO71UEO24SZT5RU,A38DC3BG1ZCVZ2,4
3I7SHAD35M8OLHL27SKAQ9MQDIP7MN,A3KNO82DZ519HG,1
3I7SHAD35M8OLHL27SKAQ9MQDIP7MN,A38DC3BG1ZCVZ2,2
3J94SKDEKI16UJ16666A9ZL0DY2D5W,A3I9XLIHPPWPN1,3
3J94SKDEKI16UJ16666A9ZL0DY2D5W,A38DC3BG1ZCVZ2,3
3ZC62PVYDHMTU8QX3CQHVPFCMFNXXR,ASB8T0H7L99RF,4
3ZC62PVYDHMTU8QX3CQHVPFCMFNXXR,A38DC3BG1ZCVZ2,4
3TLFH2L6Y90LCBEGAD4RGW0AWAYT2T,A38DC3BG1ZCVZ2,4
3TLFH2L6Y90LCBEGAD4RGW0AWAYT2T,ASB8T0H7L99RF,4
3HUR21WDDU1IUDG788CJE3MLOLHXYX,A1IZ4NX41GKU4X,3
3HUR21WDDU1IUDG788CJE3MLOLHXYX,A25D66AC4QUW2U,4
36818Z1KV3P5IXBQ8DRF41FAEZE3AU,A38DC3BG1ZCVZ2,2
36818Z1KV3P5IXBQ8DRF41FAEZE3AU,A25D66AC4QUW2U,3
3SA4EMRVJVEGO9IVE9RTSY6YA9U0PC,A38DC3BG1ZCVZ2,2
3SA4EMRVJVEGO9IVE9RTSY6YA9U0PC,A3PYB8Z6FFWSOV,3
3YO4AH2FPDW1OLJAEM6IS3W8F5G0Q3,A1IZ4NX41GKU4X,5
3YO4AH2FPDW1OLJAEM6IS3W8F5G0Q3,A38DC3BG1ZCVZ2,5
3ZFRE2BDQ9QIZ3QC4UE2SAVNUFLXZO,A2HM35CWB7IIFM,2
3ZFRE2BDQ9QIZ3QC4UE2SAVNUFLXZO,A9HQ3E0F2AGVO,3
3MGHRFQY2L1AXNAW5WNC5PZAEEWY03,ASB8T0H7L99RF,4
3MGHRFQY2L1AXNAW5WNC5PZAEEWY03,AORHXBTOCXFUK,5
33EEIIWHK7JHHMKQHJU7DWMY91SVQP,A353KETOEN0W8T,2
33EEIIWHK7JHHMKQHJU7DWMY91SVQP,A9HQ3E0F2AGVO,1
3L21G7IH478A4CVE1FRCJUIKJ62Y16,ASB8T0H7L99RF,4
3L21G7IH478A4CVE1FRCJUIKJ62Y16,A25D66AC4QUW2U,4
322ZSN9Z5GWVFPT3ERNF9BX8GOUT4P,A38DC3BG1ZCVZ2,5
322ZSN9Z5GWVFPT3ERNF9BX8GOUT4P,ASB8T0H7L99RF,4
3YZ7A3YHR55CW8KO3W1Z4Y70E1C5SI,A38DC3BG1ZCVZ2,2
3YZ7A3YHR55CW8KO3W1Z4Y70E1C5SI,ASB8T0H7L99RF,3
3OID399FXGJYWGUVCIJJVBCD2SGFDH,A38DC3BG1ZCVZ2,3
3OID399FXGJYWGUVCIJJVBCD2SGFDH,A25D66AC4QUW2U,5
36FQTHX3Z33A17GIERRBZCZGWHZ3BP,A38DC3BG1ZCVZ2,4
36FQTHX3Z33A17GIERRBZCZGWHZ3BP,ASB8T0H7L99RF,4
3D4BBDG7ZH8TBC8OSRN6AW5YE2Z3CW,ASB8T0H7L99RF,4
3D4BBDG7ZH8TBC8OSRN6AW5YE2Z3CW,A1IZ4NX41GKU4X,5
32PT7WK7DMR3G4E2SNIHU2NGZ2B3DW,A25D66AC4QUW2U,3
32PT7WK7DMR3G4E2SNIHU2NGZ2B3DW,A38DC3BG1ZCVZ2,4
3SCKNODZ0XSU3Z62JTZA3OBQI8Z7NN,ASB8T0H7L99RF,4
3SCKNODZ0XSU3Z62JTZA3OBQI8Z7NN,A25D66AC4QUW2U,4
3N7PQ0KLI5188AS2OIT10K51ZEC3EP,A38DC3BG1ZCVZ2,2
3N7PQ0KLI5188AS2OIT10K51ZEC3EP,ASB8T0H7L99RF,4
3HEADTGN2P4HTNZQUYJ7IMW35NUVRQ,ASB8T0H7L99RF,2
3HEADTGN2P4HTNZQUYJ7IMW35NUVRQ,A38DC3BG1ZCVZ2,1
3909MD9T2ZT3OM8V8DU31TUY24HFEA,A38DC3BG1ZCVZ2,4
3909MD9T2ZT3OM8V8DU31TUY24HFEA,A320QA9HJFUOZO,5
3X4Q1O9UBHYCLK6EK8ZNIDBV8I47O2,A38DC3BG1ZCVZ2,3
3X4Q1O9UBHYCLK6EK8ZNIDBV8I47O2,A1NF6PELRKACS9,3
3UUIU9GZC5HDB8X3SW6PE33MGKQ5T7,A38DC3BG1ZCVZ2,4
3UUIU9GZC5HDB8X3SW6PE33MGKQ5T7,ASB8T0H7L99RF,4
37MQ8Z1JQE8HTXDAKJRQODSPBCGY2N,ASB8T0H7L99RF,4
37MQ8Z1JQE8HTXDAKJRQODSPBCGY2N,A38DC3BG1ZCVZ2,5
3BS6ERDL93J2DN1KBPGF15Z09TDD6C,ASB8T0H7L99RF,4
3BS6ERDL93J2DN1KBPGF15Z09TDD6C,A2HM35CWB7IIFM,4
3CKVGCS3PGHD11YN6QVNN3B9XT10SS,A1NF6PELRKACS9,3
3CKVGCS3PGHD11YN6QVNN3B9XT10SS,A25D66AC4QUW2U,3
38F60IALAGTEG1B2VQ0DX87VZCF0TH,A3OLRWACCCCUTU,3
38F60IALAGTEG1B2VQ0DX87VZCF0TH,A38DC3BG1ZCVZ2,3
3RWSQDNYL9YVU08R3OE9JBFYE5WFFS,A38DC3BG1ZCVZ2,1
3RWSQDNYL9YVU08R3OE9JBFYE5WFFS,ASB8T0H7L99RF,2
3P520RYKCHISBLCSS1WZJZPOZYX5UY,A2HM35CWB7IIFM,4
3P520RYKCHISBLCSS1WZJZPOZYX5UY,A38DC3BG1ZCVZ2,3
3UUSLRKAULFLHNFPUZL77JZW44XD7B,A3PYB8Z6FFWSOV,3
3UUSLRKAULFLHNFPUZL77JZW44XD7B,ASB8T0H7L99RF,5
3D5G8J4N5AGU92CIYNO2I1XLT8RVT3,ASB8T0H7L99RF,4
3D5G8J4N5AGU92CIYNO2I1XLT8RVT3,A320QA9HJFUOZO,4
3NFWQRSHVEQ1804ME8KR1WFAFKWFGR,A38DC3BG1ZCVZ2,3
3NFWQRSHVEQ1804ME8KR1WFAFKWFGR,A1IZ4NX41GKU4X,5
3OKP4QVBP296C9NE3SYZNV4JI4JAG9,ASB8T0H7L99RF,4
3OKP4QVBP296C9NE3SYZNV4JI4JAG9,A38DC3BG1ZCVZ2,3
3538U0YQ1F60EOSYJTD7I2Q1BFR3F7,A3PYB8Z6FFWSOV,4
3538U0YQ1F60EOSYJTD7I2Q1BFR3F7,ASB8T0H7L99RF,3
31MCUE39BKY6SOOTUDJP0NQDCUR3G6,A1MIR0TP081SKT,5
31MCUE39BKY6SOOTUDJP0NQDCUR3G6,A38DC3BG1ZCVZ2,1
3PA41K45VNGU6KIFZ8C27DGLIN07PJ,ASB8T0H7L99RF,1
3PA41K45VNGU6KIFZ8C27DGLIN07PJ,A38DC3BG1ZCVZ2,4
36JW4WBR06WF8WZXYE29MWRBUK9FHQ,A1IZ4NX41GKU4X,5
36JW4WBR06WF8WZXYE29MWRBUK9FHQ,ASB8T0H7L99RF,4
37OPIVELUUFKC5IPNYGH8VGKX4WAH8,ASB8T0H7L99RF,4
37OPIVELUUFKC5IPNYGH8VGKX4WAH8,A25D66AC4QUW2U,3
3WGZLY9VCHYPH1K844DDLJVRFO3D8Y,A1IZ4NX41GKU4X,2
3WGZLY9VCHYPH1K844DDLJVRFO3D8Y,ASB8T0H7L99RF,2
3INZSNUD802PV63I9WJRLFQ2ZULD9N,A299J4PKHAEU9H,3
3INZSNUD802PV63I9WJRLFQ2ZULD9N,A38DC3BG1ZCVZ2,5
3AJA9FLWSCAF4RAH4WKUM8SQUXOFIJ,A38DC3BG1ZCVZ2,4
3AJA9FLWSCAF4RAH4WKUM8SQUXOFIJ,A2HM35CWB7IIFM,5
3VO4XFFP15YF6WJUZLRR7I6VNJM7QA,ASB8T0H7L99RF,4
3VO4XFFP15YF6WJUZLRR7I6VNJM7QA,A38DC3BG1ZCVZ2,5
3KVQ0UJWPXX53P1XN1B01NALKE85WX,A38DC3BG1ZCVZ2,2
3KVQ0UJWPXX53P1XN1B01NALKE85WX,ASB8T0H7L99RF,3
3KQC8JMJGC4KSKJ4EJ17LN2ERU43H5,A2HM35CWB7IIFM,4
3KQC8JMJGC4KSKJ4EJ17LN2ERU43H5,A38DC3BG1ZCVZ2,3
39O0SQZVJNJFIXYUC0GRC8G0J5O7RB,A25D66AC4QUW2U,4
39O0SQZVJNJFIXYUC0GRC8G0J5O7RB,A38DC3BG1ZCVZ2,3
31GN6YMHLP469RZ8ZXO8UYKDYYFSWL,A1IZ4NX41GKU4X,4
3Y40HMYLL1U1D4W2Y7FUBIG8SX6XUZ,A26ZENZ5G8AEGM,3
3EPG8DX9LK2FJG4WBFX59T2PRH55P2,A29VL3MZE7YPBZ,5
37Y5RYYI0PHLYR4Y92KUWHYK70LSXE,A29VL3MZE7YPBZ,4
3XEDXEGFX30FDILF1HMLWHKZGZO0KB,A29VL3MZE7YPBZ,3
3PGQRAZX02WAYWU8EY6WFV5T96FSYK,A1MIR0TP081SKT,5
32PT7WK7DMR3G4E2SNIHU2NGZ2BD36,A29VL3MZE7YPBZ,5
3QX22DUVOOTQW7MYPQNQWN2TZ0VVM2,A1IZ4NX41GKU4X,4
3A520CCNWNC8SVRNXX8BNSJ75O4AES,A29VL3MZE7YPBZ,4
302U8RURJZDWEP7Y1R2Q92RT4Q5VN2,A29VL3MZE7YPBZ,4
371Q3BEXDHLA3M4DAK8FT2EVF0JSZB,A29VL3MZE7YPBZ,5
38F60IALAGTEG1B2VQ0DX87VZCET09,A29VL3MZE7YPBZ,2
3D1UCPY6GGLRZ9IBBF718A9FOBE38Q,A29VL3MZE7YPBZ,4
39O6Z4JLX291QJL23XPZ74IR64FXVO,A299J4PKHAEU9H,4
3UEDKCTP9V2TVTLZMG7UBWUMODU7KI,A1IZ4NX41GKU4X,2
3ZXNP4Z39RX4FZ3H7GJVQW71DDZ7LL,A29VL3MZE7YPBZ,4
3X0EMNLXEP1WHAJBH6FIDRWO456VPY,A29VL3MZE7YPBZ,4
3TUOHPJXYH9E58L7T7UVT615DDHXWY,A29VL3MZE7YPBZ,3
371QPA24C20ENQWKR94DBDQ544KT1C,A29VL3MZE7YPBZ,2
304QEQWKZPWY396UZ9EE3Y1804Y0OV,A29VL3MZE7YPBZ,3
3Y3CZJSZ9K50VTKBO71UEO24SZT5RU,A1IZ4NX41GKU4X,5
3I7SHAD35M8OLHL27SKAQ9MQDIP7MN,A29VL3MZE7YPBZ,4
3SA4EMRVJVEGO9IVE9RTSY6YA9U0PC,A320QA9HJFUOZO,2
3YO4AH2FPDW1OLJAEM6IS3W8F5G0Q3,A29VL3MZE7YPBZ,3
3ZFRE2BDQ9QIZ3QC4UE2SAVNUFLXZO,A1IZ4NX41GKU4X,2
3MGHRFQY2L1AXNAW5WNC5PZAEEWY03,A1MIR0TP081SKT,5
33EEIIWHK7JHHMKQHJU7DWMY91SVQP,A29VL3MZE7YPBZ,2
3L21G7IH478A4CVE1FRCJUIKJ62Y16,A299J4PKHAEU9H,4
3YZ7A3YHR55CW8KO3W1Z4Y70E1C5SI,A1IZ4NX41GKU4X,5
3OID399FXGJYWGUVCIJJVBCD2SGFDH,A29VL3MZE7YPBZ,5
3N7PQ0KLI5188AS2OIT10K51ZEC3EP,A2MPA5OAT635HG,4
3UUIU9GZC5HDB8X3SW6PE33MGKQ5T7,A29VL3MZE7YPBZ,4
3CKVGCS3PGHD11YN6QVNN3B9XT10SS,A1MIR0TP081SKT,3
3UUSLRKAULFLHNFPUZL77JZW44XD7B,A1IZ4NX41GKU4X,5
3NFWQRSHVEQ1804ME8KR1WFAFKWFGR,A1IZ4NX41GKU4X,5
31MCUE39BKY6SOOTUDJP0NQDCUR3G6,A27VBVMMEX9GJB,4
3PA41K45VNGU6KIFZ8C27DGLIN07PJ,A1MIR0TP081SKT,5
36JW4WBR06WF8WZXYE29MWRBUK9FHQ,A29VL3MZE7YPBZ,3
3INZSNUD802PV63I9WJRLFQ2ZULD9N,A29VL3MZE7YPBZ,3
3AJA9FLWSCAF4RAH4WKUM8SQUXOFIJ,A1IZ4NX41GKU4X,5
3KVQ0UJWPXX53P1XN1B01NALKE85WX,A29VL3MZE7YPBZ,3
