Id,title,idea,rating,labels,labels_viability,labels_feasibility,labels_desirability,final_feedback
35U0MRQMUJJEWA7A2623ORRYU0AVOH,35U0MRQMUJJEWA7A2623ORRYU0AVOH, Having access to electricity shouldn't be the only objective but it should be well utilized to gain the most out of it and create a sea of possibilities.Community owned micro-hydro plants are widespread in parts of Nepal.However- they are often tremendously under-utilized- and the electricity generated is used only for modest lighting of homes and charging mobile phones.This is not the best use of scarce capital resources. Microgrids are usually located at regions where the national grid cannot connect under cost effective conditions. Without access to electricity- day to day activities are difficult. Such communities are the victims of poor quality living trying to adapt with the unavailability of critical resources due to its geographical location or being isolated from urban areas.Such was the condition at Barpak- Gorkha until they had access to electricity due to which anchor loads could also depend on along with the use in households and productive end uses. However- it was not just the access to electricity but the technique for its efficient consumption that accelerated their rate of development drastically. There are communities in Nepal which lack the availability of electric energy and communities where micro grids are already established and yet they rely on the use of coal and other natural resources. Our scheme encourages efficient consumption- rapid development and replaces the need of consuming natural resources.The existing micro grids or national grids that supply energy to communities don’t have such schemes with demand side management i.e structuring the load by charging different tariff rates for various time of consumption. So why not establish a structure of consumption if it makes a system more reliable and productive. A proof of this scheme already exists in a community called Barpak located in Gorkha district in Nepal. It provides an output of 130 kW to the community consisting of approximately thousand households. The attractive part is that this scheme provides an uninterruptible supply of electricity at a cheaper rate than what is provided by the government. However- the main point is that the community experienced rapid development after availability of facilities like bakery- mills- cable television- metal workshops and internet.Our vision is to replicate this proof in other communities through collaborations and implementation. Any form of input is welcome. It may be ideas that provide incentives for communities to implement this scheme or replacing an asset that they need daily by another that consumes renewable energy instead due to which they might prefer the consumption of renewable energy and even any commentsregarding the post. A type of energy not listed A Group Brainstorm,0,4,4,4,4,0
36818Z1KV3P5IXBQ8DRF41FAEZE3AU,36818Z1KV3P5IXBQ8DRF41FAEZE3AU, Younger people often convince their parents to go green because of their strong concern about climate change.What if we incentivized this by offering scholarships or forgiving student loans?e.g. If a family with a kid installs solar on their roof- the kid gets $2000 scholarship fund.If the family buys a an electric vehicle or a plug in hybrid- the young person gets another $2000.This could add up quickly as kids realize there's money to be had in getting their parents to do the right thing.Parents could also decide to go green because they love their kids and the incentives help them out.It could lead to a lot of change fast.Let's harness the younger generation's environmental energy to change their parent's actions now! This could benefit families with kids. Younger folks get help with paying for college.Older folks get renewable energy and a lower carbon footprint.Everybody benefits if more families go green. It helps create a tipping point to engage kids in working on greening the world and fighting climate change while receiving an incentive that will directly help them.Younger people want climate action anyway.If you pay them to work on it- they'll work that much harder.Also parents (usually) trust and love their kids.For the parents- kids are a trusted messenger- so the kid has a pretty good chance of convincing their parents to make the change- especially if the kid explains that the change will help them lead a better quality of life when they are their parents age.This whole idea could work for grandchildren and grandparents too. Do a test where a foundation or private donor puts the word out there in a certain community that it will pay millennials whose parents go green- and see if the rate of going green goes up or not. I'd like to connect with a funder who is willing to fund a study to see if the idea works.We could start with LED lightbulbs in a certain city or neighborhood.If kids convince their parents to switch to LED's- the kid get's a scholarship- or money for books etc. I'm a media maker who is already connected with a think tank of environmentalists based in SF. Check out http://www.oroeco.com/team Together with the right funding we are capable of putting together a media savvy campaign to make this happen. A combination of various types of renewable energy A Group Brainstorm,0,1,2,2,4,0
36FQTHX3Z33A17GIERRBZCZGWHZ3BP,36FQTHX3Z33A17GIERRBZCZGWHZ3BP, WrightGrid is developing solar powered charging stations that can help rural communities in the developing world gain access to electricity and lead the transition to renewable energy. In today’s world of mobile technology and rechargeable batteries- people don’t necessarily need electricity delivered to their home - they need a battery charged. By providing lockers at a station- members of the community can drop off their device (or battery) for charging- and feel confident that their property will be secure and charged reliably. A simple- modular- central charging station- simplifies logistics and maintenance and lowers the cost of delivering renewable energy. This idea benefits people and communities in the developing world that do not have reliable access to electricity. Most of whom have cell phones. One quarter of the world’s population is still without electricity- yet according to a recent U.N. report- 6 billion out of 7 billion people on earth have mobile phones. Cell phones can greatly improve quality of life in a rural village by providing access to medical care and financial services- improving community safety- and enabling local business and commerce.Each station or network of stations will need to be operated by a local organization or individual. These stations provide an alternative to running diesel generators to charge batteries- and will reduce pressure to extend the grid from centralized fossil fuel plants. Just as the developing world leapfrogged land-based telephone lines to mobile technology- so too will it leap over the model of a centralized power grid for delivering electricity. As the developed world is looking to smart grids- micro-grids and energy storage to increase resiliency of the power grid and enable greater penetration of renewable energy- this same technology will be leveraged to more quickly and affordably electrify rural developing markets. Our stations will help pave the way for larger renewable power stations- that will likely be based on similar technology and concept- to provide a wider range of services to heavier loads- perhaps even electric vehicles- or to power loads in homes and community centers. WrightGrid is currently deploying our stations at schools and Universities across the US- as well as taking them to outdoor music festivals and other outdoor events to engage the public- develop our technology and better understand how people interface with the stations and what the expectations are. The response to our charging stations has been overwhelmingly positive thus far in the domestic market. People need and want continual use of their cell phone and are less concerned with how this is enabled. So the real value of energy is the service it provides to the end user. We would love to hear insights from the folks at Ideo.org and others with experience working in the developing world about the best ways to deploy our station and build a local presence. I’m sure there are conditions ‘on the ground’ that we haven’t anticipated that will influence our design and business strategy. We are hoping to connect with folks who can work with us to design the human interface to be more intuitive and accessible for people who speak other languages or cannot read. We would love to hear ideas about the possibilities of connecting our stations with mobile applications and services. We need to identify strong partners and we also need to continue to work on developing models for funding the stations and generating revenues.There are many other considerations- design options- ideas- statistics and data we can share to help facilitate the conversation- but had to omit for the sake of brevity. And while we could spend a lot of time talking about our ideas so far- we really want to hear YOUR ideas!,0,3,3,4,3,0
36JW4WBR06WF8WZXYE29MWRBUK9FHQ,36JW4WBR06WF8WZXYE29MWRBUK9FHQ, Kids have energy. There's no doubt about that. Their favorite part of school is recess and they can't wait to get outside. What if we could use all of this energy to power places in our community- including our schools?Tiger Energy Biscuits- a Kraft company-used this same idea to build a playground. They partnered with a local university in the Philippines- working one year to create a playground that could capture energy used on the equipment to power their local community. This can be even more advanced- using other technology such as energy capturing tiles currently used at stadiums. This is a learning opportunity for kids and become cost effective for communities- and promote a school or business in the process. The community: The cool thing about this is that it can be placed into any community.A community could plant a park- transform a park- add it to their schools- implement this into malls- theme-parks- anything! Once a community invests the time into making one- the parts and playground can be easily re-created for another location or purpose. If a city just wanted one swing set- they could just start out with that. With the money they save- they could grow their playground and their investment into even more opportunities for reusable energy.The people: Being a college student- I'm always looking for opportunities for projects like this to use my talents and make an impact- and I know I'm not the only one. Schools will want to be a part of this if it gives exposure to their university- and the opportunity for students to have a real-life experience. The kids: When I was a kid- we used to convince my teacher to give us extra recess. I know in second grade I would have so many questions of how the playground worked and why we were doing it. This could even be a fun way for schools and students to compete. They could see which class created the most energy- competing against their friends or even schools competing against schools.The city: This could create so much publicity for the city and others involved- going green is always a trend- and this is a cool way to promote it. This idea isn't just about changing light-bulbs. This is about creating sustainable playgrounds that can power a city for years and years.Renewable energy- our focus is trying to change and develop things that already exist such as the oil industry- when we should be looking to completely new ideas (like Open IDEO is doing). If people want to have an impact on their planet- instead of waiting on someone else to change their energy- a community can start this on their own. They don't need to wait for a big company or organization- they can start making environmental change on their own! 1. Classes can start the discussion of energy- and start to brainstorm their own ideas and concepts for creating this renewable playground. This is the most cost effective and easiest way to see the potential of this project.2. Communities can host an even- putting things such as sustainable dance floors can be put in place to see how much energy a group of people can actually create! Their interest might start the discussion of putting this in place.http://www.sustainabledanceclub.com/products/sustainable_dance_floor/3. The company Playground Energy uses the energy from children- to create a better playground experience by adding light and sound with their energy used. Even just putting one of these items in place- you can begin to see value in the energy of kids.http://www.playgroundenergy.com/ This idea is good- but it can be something even greater.Post your input on how we can evolve this into something amazing!How can this playground improve your community? Are there any other pieces of technology out there that support this idea? How can we make this already existing idea better? How can this be tied into idea of a power-producing gym? A combination of various types of renewable energy An Individual,0,4,4,3,4,0
371Q3BEXDHLA3M4DAK8FT2EVF0JSZB,371Q3BEXDHLA3M4DAK8FT2EVF0JSZB, The Solar Bud Lamp is a prototype for a series of household products that are powered by sunshine. They are intended to provide exposure to practical solar power applications on a personal level. Initially- the Solar Bud Lamp is suited to DIY 3D printers. But in a wider sphere it- and similar products- may be attractive to anyone who enjoys capturing and managing their own energy. It providesvaluable lessons in the usefulness of sunshine- thefinite quantity of energy available for use- the value of energy conservation- and our relationship to the natural world. The Solar Bud Lamp is a household object that can introduce the basic nature of solar power to the community. A protoype of the Solar Bud Lamp has been 3D printed and is being tested in operation. The files for 3D printing the Solar Bud Lamp will be posted on a well-known 3D printing service site and will be available to the public for download. Electrical engineering. Improvements in the solar cell- and solar cell efficiencies. Methods to determine and display the amount of stored energy. Intelligence in operating modes- for example- a timer. Injection molding requirements. Solar An Individual,0,2,3,5,2,0
371QPA24C20ENQWKR94DBDQ544KT1C,371QPA24C20ENQWKR94DBDQ544KT1C, AVAVA Systems mission is to design the most compelling and sustainable solutions for affordable housing in the world. We believe renewable energy should be fully integrated into to our living and working spaces as a standard option. This combined with a high efficiency building envelopes and natural water treatment systems will allow people to build new towns and cities nearly anywhere in the worldin a way that is truly sustainable. Our designs are intended to be locally manufactured and assembled in order to create jobs for these communities.For the people- by the people! Our product is intended for a number of communities- these are as follows:The 863 million people across the world are living in slum conditions. (As of 2015). The 42 million people left homeless because of natural disasters. (2010 Figure). The 27 percent of Americans that spend more than half their income on rent. (As of 2010) The 3 billion people- or about 40 per cent of the world’s population- that will need proper housing and access to basic infrastructure by 2030- according to UN HabitatOur population is expanding at an exponential rate and the only way to achieve an acceptable standard of living for the people of this planet is through innovation. We implore you to help us with this mission. If renewable energy comes standard on any living or working space we build- than the need to “transition” becomes unnecessary. In addition- if these spaces are so elegant and desirable that all the surrounding communities decide they simply must have them- than you start a renewable energy movement by demand. This is a very important factor. The majority of people didn't crave electric automobiles until Tesla started making them desirable. We must combine the form of beautifully designed housing with the function on renewable energy in order to create a scaleable solution that will go viral. Avava systems has approached the owners of a few vacant lots around the San Francisco Bay area and has received permission to do a pilot projects at these locations. This would allow us to test an initial production run of our units as well as get feedback from local users. We are also in conversation with a architecture firm that is working on sustainable work force housing for a number of projects throughout North America. The folks at AVAVA Systems love meeting anyone who is passionate about affordable- sustainable housing. With that said- we are especially interested meeting people are working on real development projects and are open to innovative methods. We are also currently in fund raising mode- so if you or someone you know is interested in investing in “the most compelling way to build our communities” we would love to talk to them. Finally- we are always interested in talking to mechanical engineers and industrial designers.(UPDATE) One of the best things about contributing to this challenge has been the talented people that have come forward to offer their time and expertise to help us be more successful. 1. Thank you so much to Matthew Chow from the IDEO team for the help he gave us regarding our business strategy. Matthew started with a great template to evaluate our product applications. He then helped us figure out a clear and concise business plan around that application including potential partnerships- value proposition and growth strategy. Matthew's energy was inspiring and he asked some really good questions. We really appreciate the time and effort he devoted to our company.2. We have been contacted by mechanical engineer who shares our vision for creating affordable- sustainable and sexy housing solutions. We look forward to collaborating with her. We have also been contacted by a designer who is focusing on better utilizingpublic and vacant spaces- and we hope to provide him with some innovative solutions. A big thank you to OpenIDEO for getting our idea in front of people in a way that inspires them. We look forward to strengthening these relationships and building more as we move forward. Solar A Group Brainstorm,0,3,4,2,4,0
37MQ8Z1JQE8HTXDAKJRQODSPBCGY2N,37MQ8Z1JQE8HTXDAKJRQODSPBCGY2N, In most secondary schools curriculums- pupils receive some sort of cooking and manual skills lessons. Why not let them make a solar panel to take home? It would be used (because parents would be proud of the achievement) and it would leave a memorable memory to the kid- who will become more knowledgeable about solar and renewable energy. We are looking at local communities here. We are touching kids ages 8-14- who are late primary or early secondary school.The childrens parents will be engaged via their kids.For it to work- we need to engage headmasters/mistresses in the program.What's in it for them? Initially- the aura of being innovative and a pilot school. It might be easier to start with private schools that might be more able to modify and adjust what they teach.Eventually though- the idea is to get public school to adopt the program too. The power of making something is incredible- and children can influence their parents. If kids understand what is involved in solar energy (because they are making panels)- how much energy is required to charge a mobile phone (in relation to the effort they made) and what you can use the energy generated for- I believe they will become responsible adults.Eventually- they'll be able to pick-up renewable energy when they can make their own choices- in 5 to 10 years from now- if not before. For me- the first early and cheap experiment is to contact a school- ask if there are interested and make a pilot.I've contacted a few people and some are interested already (this is a good sign- I think) I guess- then we'llneed to test: - the scalability of the venture.We could probably systematically contact other establishment with a description of the project- and capture the number of signups (we can do this very lo-key with flyers- or door to door communication. - does it havethe expected effect in the community (i.e. are pupils and people more aware of what the could be using solar energy for)On this- I'm thinking we could perhaps we could survey child and parents before and after the workshop?Do other members of the community have other ideas? I've got a lot of good ideas from the community already- thank you!If more people are interested in this idea- the ideo community could help with: - Finding a name for the program- and define more stuff the schools could do with the energy generated. - Testing the appetite for the idea by contacting their local schools. - Helping with the physics of the idea. I'm not sure at the moments how big the panel needs to be for what we need- although I'm thinking we Demand Energy Equality can help. - Understanding Health and Safety regulation that could prevent the project to see the light.- I think if it works- we'll have some PR to do too- so we'll need a website to refer too. Help there could be very useful. Solar An Individual,0,3,3,2,3,0
37NXA7GVSTI6QP4DPEMBWAN4ZV5VL0,37NXA7GVSTI6QP4DPEMBWAN4ZV5VL0, Transform the physical activity into electricity!Our idea is to use the force invested by the human body in moving heavy weights- walking- swinging and other activities- into energy.With the combination of discounts and gamification incentives- people from all ages would start to interact with the concept of being energy.MISSION & VISIONTo break the gap that exists between people and energy generation. Our vision is to shape the future into a community were through collaboration green and renewable energy can be produced- and that is perceive as a fun and healthy activity- either if you do it on a park- playground- gym or by installing a solar panel- contributing with energy generation would be the new Status Quo. People from 10 to 70 years old that are able to do physical activities. Kids would interact with the POWERkids playgrounds- and would be motivated by the discounts and promotions they can get of app store of apple. This would help early generations in their transition to renewable energies by allowing them interact with games and the term of producing energy. Older users would share the need of becoming or being helthy- but would have the motivation of accesing to discounts and prices for ranking up. Another possitive impact would be changing the mind set of“investing energy in working out” to “giving energy while working out”.Another issue tackled by this idea is that the actual renewable sources such as sun and wind- are limited to the space condition- if there is not sun- no energy and the same with wind and water. This energy source comes from a resource that we have everywhere: people. A POWERLIFT could be open in an isolated village that doesn’t have wind- sun or water as an energy resource to power it up. OpenCALI team thinks that the main reason for a slow transition from our current reliance on fossil fuels to renewable energies is that the actual options are not accessible and therefore there isn’t an interaction between the people and this technology.POWERLIFT erases this gap- allowing people to interact with a renewable energy technology- accelerating this transition and changing the actual status quo of “being fit” to “being energy”. Until this point we haven’t done any test- we have done some research and know that the technology is being applied (links bellow) in other fields. At the moment we are working to calculate if it is possible to transform the gym into the electricity source of a neighborhood- how many people would be needed? How high would be the POWERLIFT daily goal? Etc.Jumping to prototyping with real people- we are thinking of testing the user experience in a local gym. Doing a wizard of oz prototype for the bracelet- where supposedly the harder you train the more energy you give to the gym- and therefor if your train hard enough- the gym is free. We would try to test this at the end of the upcoming week with a smartwatch- where a video would be played as if a battery was being charged over time.Another needed prototype- is the functional one. One of the OpenCALI member is an electronic engineer with experience on renewable energy- with him we would prototype a bench press that produces energy. (this is a more complex prototype- so it would take longer)Regarding the other exercises such as spinning- group classes and running in the treadmill there is actual studies and technologies to get energy from it- so there is not an immediate need to test it. Links:http://engineering.mit.edu/ask/could-we-use-exercise-machines-energy-sources https://www.youtube.com/watch?v=klvf5ldFA0w#t=21 Up to this pointWE WANT TO THANK YOU FOR READING OUR IDEA- and if you liked or disliked it please tell use why? What do you think about it? Could you picture it working in your community? Do you know of something similar? Would you like to be part of the team?Thanks again! And if you want to get a more personal approach contact us thought e-mail:Juancasta90@gmail.com Juan Pablo Castaño Valencia Meetup facilitator A type of energy not listed An OpenIDEO Meetup,0,3,3,2,3,0
37OPIVELUUFKC5IPNYGH8VGKX4WAH8,37OPIVELUUFKC5IPNYGH8VGKX4WAH8, The Cool City Challenge is a bottom-up organizing strategy to bring cities to deep carbon reduction- starting at the block level. Goals: Enroll 3 cities in 3 years to recruit 25% of households to reduce their carbon footprint by 25%Outcomes:Create social connection and networks around climate changeDevelop demand-side drivers for renewable energy and energy efficiency technologiesBuild political power for climate actionDevelop pathways for behavior changeEnroll cities to cooperate- bypassing the current political stagnationChange consciousnessI am familiar with this project but not involved in the rollout. I will reach out to the principals to see if they'd like to engage on OpenIDEO if there's interest. The main players are the city politicians and staff; community organizers; block-by-block resident groups; individuals and families The tools for real community engagement and recruitment exist. This research has been demonstrated as viable and is ready to scale. Once brought to scale- this methodology will engage individuals at the block level to implement carbon reduction strategies- including renewable energy. This is a perfect organizing tool to be added to system designs for community-scale renewable energy. Of then the technological solutions leave out the community-building solutions- which are the only viable pathway for fast adoption. Some lightweight experiments have been completed. More explanation here: http://www.empowermentinstitute.net/index.php/community/community-empowerment My post doesn't mention a specific type of energy An Individual,0,2,2,3,2,0
37Y5RYYI0PHLYR4Y92KUWHYK70LSXE,37Y5RYYI0PHLYR4Y92KUWHYK70LSXE, This idea is a mechanical system that collects rain water at a height and uses this to turn a dynamo and recharge large batteries as it comes down to ground level. Here it is emptied into storage tanks or wells for later use.The system provides free renewable energy and clean water to remote areas with high rainfall anywhere in the world.The key points are that: -it can be reasonably cheap to make and easy for local communities to construct themselves. - Useful in areas that are often cloudy and solar is not particularly effective - Each tower can generate enough electricity topower lighting at a recharge station and recharge radio equipment or mobile phones for locals. The biggest places that will benefit are those in high rainfall/monsoon regions where a lot of rain can fall for many days. During the rainy season heavy cloud cover can mean very little sunlight for effective solar panel use. Areas that have no electricity supply at all will benefit the most. We need to be able to use mathematical/physics models to see how much rain water needs to be collected to generate certain amounts of electricity. What size of trough is needed- how may towers are needed to have a constant supply of electricity while it rains? A type of energy not listed An Individual,0,4,5,4,5,0
