idea, winning, final_feedback
 Communities can make themselves independent by using their daily waste to produce energy.[UPDATE_FEB1ST] In Germany there is a community of 180 people nearby Berlin which are completely autarc from national power-plants. Read their story below![UPDATE_FEB9TH] Thanks to the great help of Emily from IDEO- who got inspired by the idea- we now have a beautiful visual to help understand the simplicity of the small homemade anaerobic digester (micro-biogas-plant) >> Check it out :-)  This idea can benefit any kind of community that produces waste. The size of the bio-gas plant is dependent on the kind of waste- which can be used. for example- for a whole village you would need one- which can make use of a mixture of gases from plants as well as from lifestock or humans.The whole benefit is- that the community would have a closed circle of ecology and would be autarc/mostly autarc from capital-driven national organisations.It is also sometimes the only alternative for very rural areas in development countries to get energy and heat (see the video attached)  It creates a stronger sense of community by itself already- because everyone shares the communities energy and benefits directly.People will have the experience that they are not dependent on unknown corporations anymore- but have it at their own hands. You will be much more energy conscious- because you will be able to relate much better- if the plant itself is around the corner.  People can build a mini bio-gas plant by themselves (see picture attached). We could organise building workshops- so that the people can see changes instantly.[UPDATE_FEB9TH] WORKSHOP_As it was of short notice - and we already took part in another workshop together with Otto Scharmer from Presencing institute MIT (which was great) in Berlin last Friday - we will have the workshop around the end of february. I will keep everybody involved updated on that - we will do it no matter how the idea proceeds now :-) It is amazing to see how many people are excited about this. FOR EXAMPLE_ I talked to a dear friend of mine during the Otto Scharmer workshop and we came up with an idea of combining the anaerobic digester and a filtersystem for water. He (the friend) has been in Bhutan- where pure water is a scarcity in some regions- due to lack of good canalization etc. So we are looking into possibilities of building a combination of both systems. The digester would be able to fuel the pumping-system and help the water to circulate more thoroughly. I am excited :-) [END OF UPDATE]  Fueled by some great people here at openIDEO I am planning to pre-pone (?) the workshop on building gas-lamps out of plastic-bottles and do it in Munich or Berlin the following two weeks! Sounds fun? Get connected :-) I am certain- that many of you have been working voluntarily in one or another developmental surrounding in Vietnam- Pakistan- India or the African continent. There - in the rural area - this is quite a common form of producing energy for cooking and heating. So you have the knowledge or connections and could get these little DIY workshops started! Then- I believe- at some places the coin would drop and communities would look into that possibility of being autarc.  Biofuels  An Individual ,0,0
 The idea is a multi-stakeholders seeks to bring together individual and Civil Society Organizations from all key players that are leading to innovative solutions in the communities- by provide a collaboration platform fordeploying the good ideas on energy in the communities-which is a vital aspect for their projects success.The main intervention will include- create a collaboration platform among the key players lead to innovation in the community- provide motivation of equipments- practical technical assistance on how to managing the grid- connecting people and resources in their communities.  We believe that Renewable energy is critical element in fighting against environment degradation and climate change. The idea of partnership for ideas renewable energy will help everyone in the community of Tanzania. it encourages young people from secondary schools and Civil Society Organizations to use the equipments and practical technical assistance for access to renewable energy. It will helps companies to promote their sustainable business- and tackles the challenges of competition of the markets and infrastructures and give back to their communities.The idea is targets to meet with young people aged 20-35 from secondary school- high schools of Tanzania as we learned that young people are lifted behinds in creating innovations.  The idea of Partnership for Renewable Energy targets to create collaborative platform and provide incentive of equipment among key players that lead to innovations solutions in Tanzania- will refine the community rapidly transition in Tanzania by Increase and scale up the network of key players that lead to innovation solutions in Tanzania- and it will be a reliable method for investors and companies to invest a renewable energy through new designers of innovation in Tanzanian.By the end of 2019 participants will be the creator of renewable energy and known in their communities- Participants will be able to mobilize and encourage companies and investors to invest renewable energy in their communities- also will be able to create strategies plans for improve renewable energy in organizations or their own activities.In general participants will be enabled to get motivated and played well in creative- and there is a cooperation of thoughts on renewable energy- and there is a reliable investment of energy in Tanzania.  Since the idea of Partnership for Ideas Renewable Energy is in the under process of being implemented. I have done a pilot assessment in collaboration with my colleagues and found that- the idea impressed most of targeted groups in my community- and most of targeted groups have direct provide their comments on this idea- Now we need mow comments and thoughts from other communities in the world.  I believe that The OpenIDEO is the collaborative platform of community Design of innovation that my help to refine this Idea to meet my expectations in my community and take my idea further- as I learned that It is better to work with other partners in the same agenda because different partners bring different experiences and experts to the table- also the organizations which working on the same agenda will be stronger and more influential than individual organizations- the question which I have is  How Might we provide motivation collaboration among key players lead innovative solution to renewable energy in Tanzania? What are the best ways of providing the technical assistance to key players lead innovation solution to renewable energy?  A combination of various types of renewable energy  A Student Collaboration ,0,0
 Create a website that tests the energy efficiency of consumer products- sells the best of them- rejects those that don't meet the standards and educates consumers about which is best to buy in terms of energy usage.  This benefits consumers looking for energy related information for the products they're buying and the manufacturersof energy efficient products. This would focus on targeting educated consumers in developed countries first. The site would gain traction by first finding groups that are already advocates with money to spend a little extra on energy efficient products. Then it would rely on educating additional- more mainstream consumers to continue growing.Manufacturer's will also want to cooperate by providing the information about the energy used to produce or dispose of the products to gain access to the marketplace. If they truly have made improvements- they will want to show the proof of that.  It allows for energy efficiency to be a main consideration when buying new products. We can be sure that millions of people will continue to buy tons of stuff years into the future. We can also be sure that businesses will continue to sell millions of products too. It will be easier to slightly adjust that behavior than to make large changes to it. If consumers demand more energy efficient products- then businesses will clamor over themselves to meet that demand- profitably. That will help reduce the energy demand world-wide- and allow renewable energy sources to provide a larger percentage of energy.  Go out into stores where people buy these products and talk to them. Watch them as they decide which appliance to purchase. Start with people who care about the issue and then broaden to the main-stream. Show them mockups and prototypes in the store of sample energy scores for the products they're considering and explore whether that affects their decision of which to buy. Experiment with educating consumers about specific aspects of the issue and then exploring whether that affects their purchase decision. Talk to manufactures and explore how likely they would be to make changes to their products knowing that there is a growing consumer demand for those changes.  What can manufactures do to make products more energy efficient? What types of products can we include in this? How to we evolve this from being focused just on reducing energy use to producing products that create renewable energy?  A combination of various types of renewable energy  An Individual ,0,0
 Do you think nuclear power is bad- likenuclear bombs?Opposition to nuclear power is a legacy of the 70's anti-war movements.Now we know that the threat from climate change is far worse than the risks from existing nuclear power plants. Deaths from coal mining and power plants far- far outnumber all nuclear power-related deaths.Yet archaic fact myths fuel opposition to nuclear power- which currently provides 65% of our clean energy.Nuclear is needed to address climate change in the time frame and at the scale we need.We need to remember who the real enemy is (fossil fuels and carbon emissions) and allow nuclear energy to be on the team that is working to save the planet. We may even like 4th generation new nukes!  This idea benefits everyone because it hurts fossil fuels.Individuals and community leaders should demand that local and national environment groups accept nuclear as a part of the necessary transition to clean energy as a solution to climate change.Listen to the many experts who support nuclear and stop trying to close nuclear power plants. Instead demand more accountability from federal regulators and regional power industry professionals.Evaluate new nuclear technologies and learn the real facts : don't allow myths to make you harbor unrealistic fear of something that you have a near zero risk of injury from.Work together to support smart nuclear policies to help diminish the economic and political power of hostile fossil fuel interests- who are successfully buying our elections and holding our politicians hostage.With every nuclear power plant that staying in operation- re-opens or is built- we keep oil and gas from replacing that energy and force oil and gas to keep those fossil fuels in the ground- where they are needed.By the way- here is a list (created by the Breakthrough Institute plus some) of people who already support the need for more nuclear power.President Barack Obama-Ansel Adams-Paul Allen-Steward Brand-Sir Richard Branson- The Breakthrough Institute-Carol Browner-Dr. Stephen Chu-Gwyneth Cravens-The Dalai Lama-Jared Diamond-Senator Al Franken-Bill Gates-Dr. James Hansen-John Holdren-Dr. James Lovelock-Dr. Jane Long-Mark Lynas-George Monbiot-Hugh Montefiore-Richard Rhodes-Jeffrey Sachs-Stephen Tindale-. . . and many more  This idea empowers communities to aggressively seek renewable energy while also having as back-up a clean energy source that reliability backs up their renewable power.Currently our major source of reliableback-up power is coal and gas.Dependable energy storage is still a long ways off. Nuclear power can be designed to supplant fossil fuels now but to operate at reduced levels when not needed to support community energy needs.Nuclear makes full-implementation of renewable power feasible- since all renewable power is still intermitten in nature and is not enough by itself- such as when it rains- at night- when there is no wind- and when there is peak demand- etc. without the need to resort to burning coal.NUCLEAR POWER IS BETTER FOR THE CLIMATE THAN COAL AND WE NEED TO ALLOW IT TO CO-EXIST UNTIL WE CAN SOLVE ALL OF THE PROBLEMS ASSOCIATED WITH BUILDING OUT SUFFICIENT RENEWABLE ENERGY.  I am looking to organize a summit of environmental leaders and pro-nuclear leaderswho recognize that fossil fuels are the real enemy in our climate-threatened world.I would like this summit to air legitimate grievances with nuclear power and address realistic solutions that could enable nuclear power to regain acceptance by environmental groups as well as the broader general public.This summit should present credible experts and allow for real debate by participants.Let's be sure that we have left no stone unturned (or feasible technology unexplored) in our search for rapid solutions to our climate crisis.It would be my hope that this summit could result in a statement of acceptance of a nuclear roadmap by the collective group prior to the Paris COP- that could help provide meaningful solutions for countries seeking to make ambitious commitments to reduce their carbon emissions by 2020 and onward.  I am calling this the Silver Bullet Summit and I need help getting financial and organizational support for this summit from foundations and non-profits and determining the key environmental leaders and experts to bring together for this life and planet-saving summit to be held in the late fall of 2015.I am at an early stage of conceptual development- and starting to prepare materials for it but I would love to have more people interested in working on this with me to make it happen.  A type of energy not listed  An Individual ,0,0
 Our idea envisions a platform aiming to shape the available information on Renewable Energy Community projects and put together interested parties. The goal is to propitiate the disruption of the actual energy model andwork towards community-backed and local renewable energy projects.  A) Facilitating the access to information to communities: showing them that “going green together” is possible and feasible. Also by showing that many communities around the world have similar concerns and motivations: They are not alone. B)Providing highly-skilled committed advice at no monetary price.  - Information architecture experts. A proper structuring on the information on the projects and contact is key to make the Energy Angels project scalable. Specially Ambassadors will benefit on a well-structured information since their project filtering role will have a lot to do with crawling the data and find best analogous cases.- Web programmers. Private companies working pro-bono because of shared values (as happens with The Ocean Cleanup project). - Designers and story-tellers to create catching case studies and multimedia materials.- Communication strategists (and management at all levels).  My post doesn't mention a specific type of energy  A Group Brainstorm ,0,0
 AVAVA Systems mission is to design the most compelling and sustainable solutions for affordable housing in the world. We believe renewable energy should be fully integrated into to our living and working spaces as a standard option. This combined with a high efficiency building envelopes and natural water treatment systems will allow people to build new towns and cities nearly anywhere in the worldin a way that is truly sustainable. Our designs are intended to be locally manufactured and assembled in order to create jobs for these communities.For the people- by the people!  Our product is intended for a number of communities- these are as follows:The 863 million people across the world are living in slum conditions. (As of 2015). The 42 million people left homeless because of natural disasters. (2010 Figure). The 27 percent of Americans that spend more than half their income on rent. (As of 2010) The 3 billion people- or about 40 per cent of the world’s population- that will need proper housing and access to basic infrastructure by 2030- according to UN HabitatOur population is expanding at an exponential rate and the only way to achieve an acceptable standard of living for the people of this planet is through innovation. We implore you to help us with this mission.  If renewable energy comes standard on any living or working space we build- than the need to “transition” becomes unnecessary. In addition- if these spaces are so elegant and desirable that all the surrounding communities decide they simply must have them- than you start a renewable energy movement by demand. This is a very important factor. The majority of people didn't crave electric automobiles until Tesla started making them desirable. We must combine the form of beautifully designed housing with the function on renewable energy in order to create a scaleable solution that will go viral.  Avava systems has approached the owners of a few vacant lots around the San Francisco Bay area and has received permission to do a pilot projects at these locations. This would allow us to test an initial production run of our units as well as get feedback from local users. We are also in conversation with a architecture firm that is working on sustainable work force housing for a number of projects throughout North America.  The folks at AVAVA Systems love meeting anyone who is passionate about affordable- sustainable housing. With that said- we are especially interested meeting people are working on real development projects and are open to innovative methods. We are also currently in fund raising mode- so if you or someone you know is interested in investing in “the most compelling way to build our communities” we would love to talk to them. Finally- we are always interested in talking to mechanical engineers and industrial designers.(UPDATE) One of the best things about contributing to this challenge has been the talented people that have come forward to offer their time and expertise to help us be more successful. 1. Thank you so much to Matthew Chow from the IDEO team for the help he gave us regarding our business strategy. Matthew started with a great template to evaluate our product applications. He then helped us figure out a clear and concise business plan around that application including potential partnerships- value proposition and growth strategy. Matthew's energy was inspiring and he asked some really good questions. We really appreciate the time and effort he devoted to our company.2. We have been contacted by mechanical engineer who shares our vision for creating affordable- sustainable and sexy housing solutions. We look forward to collaborating with her. We have also been contacted by a designer who is focusing on better utilizingpublic and vacant spaces- and we hope to provide him with some innovative solutions. A big thank you to OpenIDEO for getting our idea in front of people in a way that inspires them. We look forward to strengthening these relationships and building more as we move forward.  Solar  A Group Brainstorm ,0,0
 Kyrgyzstan has a considerable rural poor population and an ongoing energy crisis.Many of these rural communities have livestock- making them perfect candidates for biogas digesters as a source of cheap- renewable power- with the added benefit of manure as a by-product. However- there is as yet little understanding or trust in biogas as an energy source. This idea inspired communities to use biogas by providing a live and trusted demonstration of how it works. Harnessing children's natural 'pester power' and funding a pilot community will spread the power of poo to Kyrgyzstan's rural poor and enable them to lead their country's renewables transition.  This benefits rural poor communities with livestock in Kyrgyzstan- one of DFID’s 28 priority countries. These communities live predominantly off their farming practices and have little or no access to energy. Kyrgyzstan has a high rate of literacy and we would expect the education of the target communities to be basic but with reading and writing competency. Rather than specify locations at this stage- it would be preferable to work with already established local NGOs to ensure the right pilot community is chosen- and help to build bridges to other communities.Specifically targeting the poorest families and women to become the community-employed plant maintenance operatives would help to address the additional needs of these groupings.  These communities do not currently use renewable energy sources as uptake in Kyrgyzstan of biogas has been very limited- despite its perfect positioning for this fuel type due to its combination of livestock and an energy crisis. This is largely due to prohibitive costs and lack of understanding in communities which this idea seeks to overcome. By using the positive influencing of children and broadening this out to the whole grouping- the pilot community will recognise livestock excrement as a source of power and a solution to their energy needs.  Running a workshop with children- and a second with children and parents- to test educational methods and the power of infant influencing- will help to understand the best methods of approaching this educational phase and ascertain what branding territories might be most applicable.  Further thoughts on innovative financing mechanisms appropriate to impoverished communitiesMoney to provide the initial loan to the pilot community  Biofuels  A Group Brainstorm ,0,0
 Heeding rural women and youth engaged with vulnerable actvities to gain self autonomy by hosting of rural expert trainings aiming to a solution of streamlining a likely breakthrough fromlocality limitation in geographic mobility and freedom to information. Partnership with professional skills will equip rural folks to improve their handmade productions and make craft indigenous techniques align with standard and ensure a link to community mobilization activitiesto freely accessequal development opportunities- including gender-sensitiveempowerment for maximum resources utilization targeted to more wealth creation. This will eventually lead to poverty eradication in the local community. ,0,0
 Besides going to a lovely eco-house- where else can we go for an eco-tour? How about Tesla and SolarCity? With companies getting more open up and passionate about introducing their new renewable technology to the public- it is not hard at all to have tours at companies with renewable energy highlights.Inspired by the NewCo event in the Bay Area- this ideais about organizing a NewEco Tour event- during which people can sign up for interesting companies' presentations and tours for free-have the flexibility to set their own schedule- and get valuable education about renewable energy and sustainable living.  It will especially benefit communities who have renewable energy companies nearby.  People will get more educated about renewable energy and feel more ready to start using it.  Whatever idea you have- feel free to share! It will be great too if you can:1) name a few renewable technology companies in your community.And do you think these companies would like to give tours according to your perception of their public image? 2) tell us if you are interested in going- and what type of business/technology interest you the most.3) give your advice on how to efficiently organize the tours.  A combination of various types of renewable energy  An Individual ,0,0
 To bring citizens--US & worldwide--into the conversion to renewable energy process- we need Small Vertical Solar Units. (Think of them as sort of like R2-D2s- but different.) These units could be mass produced- & purchased & installed in backyards & on building tops everywhere. Their solar cells would go up vertically- not horizontally- and work all day long--if designed to follow the sun--to produce a small-but-significant percentage of the electricity needs of- especially- households. Since they could be purchased & installed at relatively small cost- additional units could be purchased--or rented--& installed almost without limit- until- theoretically- allhousehold--& EV automobile--electricity needs are met. Heights would vary.  This idea benefits citizens everywhere- in an immediate- financial sense; but also it would benefit citizens everywhere in that it would greatly reduce the burning of coal and other fossil fuels for electrical power.  It would make small- vertical solar units affordable to everyday citizens. Anyone with a small space open to the sun would be able immediately to cut down on the electric bill- and help battle climate change.  Probably none. We live in an apartment in the city- and I do not have a shop for experimentation.  I would like to be included in the think tank for developing the idea- as I have certain designs in mind and just love the idea- but I am not concerned with idea proprietorship or other personal gain. SVSUs need to be invented and produced- if we are going to stop catastrophic climate change.  Solar  An Individual ,0,0
 Equip every concerned citizen witheasy-to-use- DIY publicity kits on renewable energy and climate change. Kits will be online in a wiki format so that individuals can use what's there and add their own ideas. Kits will include downloadable templates for posters- postcards- stickers- and web-ready graphics emphasizing the benefits of renewable energy- dispelling energy myths- and emphasizing the dire realities of climate change.For too long mass media and energy companies have dominated the message on climate change. Non-profits on their own have not been able to reach enough hearts and minds. We need an army of citizens to take control of the message and create change with their own guerilla-style P.S.A. campaigns! ,0,0
 The suggested model creates an opportunity for individuals and communities to earn money- gives flexibility to the consumers to buy only as much energy as he might require and ensures availability of energy for everybody all the time.To execute the model- the owners of residential houses and commercial buildings install a device (eg: Solar panels) to generate the renewable energy. Their respective energy needs are satisfied by the energy generated by this device and the unused energy is sold to the power distributors. Anybody who is in need of energy can buy it from power distributors. Public transportation- small and large scale industries are some example organizations who might want to buy energy from the power distributors.  The idea benefits all stakeholders. Main Players: 1)Residential communities: Anybody irrespective of income- education- sex- age can invest in the renewable energy generating device and participate in the process 2)Commercial buildings: Buildings like government office- private office- shopping malls etc can invest in the device that generates energy from renewable resource and participate in the process 3)Government: The government body must play a regulatory role in the process 4)Power distributors: Government can create a division which acts like a power distributor.  Experiments can be carried out to verify the following assumptions: 1)People are willing to contribute to the mission ‘green earth’. 2)Technology can be twisted or re-engineered to accommodate the changes made in the process.First experiment can be carried out to verify the technical capability of the devices and setup. This can be done by making prototypes with the help of electrical engineers.Once the first experiment is successful- second experiment can be carried out in a small town with a reasonable number of people. Ideally the town should have both residential and commercial communities.  I would like to hear from OpenIdeo as to how best they can help me with this Idea.But if OpenIdeo needs me to define my expectations- here are some ways OpenIdeo could help me. - Feedback- comments and improvement suggestions from experts always help. It will be extremely helpful if experts from OpenIdeo help me refine the design. - Could OpenIdeo help me identify the authorities who can make the required changes in the system? Could OpenIdeo refer me to them?- Also could OpenIdeo help me prepare the presentation which I will use to present the idea to those authorities? Also-  A combination of various types of renewable energy  An Individual ,0,0
 There should be a community-based non-profit cooperative for putting rooftop solar on the homes of members. We've already seen how small towns in Germany can invest in renewables and be 100% energy independent while turning a profit. We've also seen how companies in the US can use leasing strategies to produce and install solar panels for no cost to the owner of the building and still turn a profit. Much like the creative leasing structure employed by companies such as SolarCity- the co-op would require members to pay a small monthly fee to participate. Much like the small towns in Germany- the profits would be shared among everyone in the co-op by distributing costs and re-investing to expand infrastructure to new members.  Homeowners who want to base their energy on renewables- regardless of where they live- would want to participate in the rooftop solar co-op. Already there are for-profit companies offering leasing programs that make it affordable for homeowners and profitable for the companies that lease the solar panels. What's missing is a solar co-op that can offer similar services while building a strong community of people that benefit. The goal is to allow homeowners to pool their resources and move everyone toward a renewable future. The rooftop solar co-op offers the opportunity for members to become their own utility company while lowering their rates and possibly turning a small profit -- all while transitioning away from reliance on energy produced from less sustainable- polluting sources such as coal.  By using an existing- proven business model and applying it to a non-profit- member-owned co-op- we can remove many of the barriers preventing homeowners from adopting rooftop solar for their homes. Traditional solar installations can be costly up front- even with subsidies. And installing the solar panels yourself means you are responsible for maintaining them. Solar leasing solves the problems of expensive installation and maintenance and replaces it with small monthly payments designed to be lower than your utility bill. Because solar leasing needs to be profitable- these companies will only install solar panels on homes with high utility bills and high rates.A co-op would remove profit-based financial motivations- and thus remove the financial limitations of rapidly expanding our solar infrastructure. Some co-op members will live in areas where their installation is more profitable than another. These more profitable installations can help subsidize installations in areas with lower profitability. In essence- everyone in the co-op will be able to subsidize and support each other. Because solar leasing companies are clearly able to be profitable- it is likely that a solar co-op would still be able to operate affordably even if the profitability requirement of a specific installation was relaxed to be more inclusive.  The idea of sharing the benefits of renewable energy has already been proven effective by municipalities around the world and by solar leasing companies here in the US. Looking at the deregulated energy market in Texas would provide another example of how people can pool their resources to affect change.In Texas you can buy your energy from a broker who sources your energy for you. Mostly the energy brokers are competing on price but some of them are offering to source a high percentage of your energy from renewable sources. (http://www.txu.com/about/why-txu-energy/renewable-energy.aspx)  Such a progressive organization will need some up-front investment to become effective -- possibly through donations or higher costs for early co-op members. Traditional leasing companies aren't normally profitable until a few years after installing the first solar panels. There would need to be partners that knew how to create a member-owned non-profit- and there would need to be partners for supplying and installing the solar cells.In order for this idea to succeed- the OpenIDEO community could help connect the legal- financial and leadership resources necessary to drive a community-centered business model.  Solar  An Individual ,0,0
 Currently- many US cities use the below to determine property tax.100k Est. Market Value X .10 Assessment Level (10%) $10k Assessed ValuationX2.84 Prior Yr. Equalizer 28.4k Equalized Assessed Value - 5.5k Homeowner Exemption22.9k Adjusted Equalized ValueX.10 Sample Tax Rate (your tax rate could vary)$2.29k Tax BillI propose to remove the Homeowner Exemption and replace it with a system that bases the % reduction adjustment (or increase) on how much less (or more) net energy is consumed in comparison to the median user.This minor change would:1) Provide both pro & con incentivization2) Progressively applied3) Gives tax benefit to owners w/o income who install RE or downsizes property  A simple deduction for an environmentally positive action doesn’t make sense as several benefits cannot be monetized (ex. wearing a sweater) and if the program is widely popular- a deduction could dramatically decrease city revenue.  A combination of various types of renewable energy  An Individual ,0,0
 No matter where you live- electric power is needed when an emergency happens. Power is essential for emergency response operations involving communications- fire and police stations- command and control centers- hospitals- water and sewer plants- water pumping- elevators- fuel pumps- medical equipment- refrigeration- heating- and for so many other types critical- electronic equipment. Solar plus energy storage for critical community facilities—fire- police- emergency shelters- as well as power protection for affordable and elderly housing facilities—is the technology innovation with the greatest potential to expand community-based renewable power to scale across the US in the years ahead.  All members of a community can benefit from distributed- resilient power solutions like solar+storage located at critical facilities and community shelters. Other who could benefit are vulnerable populations including the disabled- elderly and the poor- if resilient power solutions are incorporated into their buildings and facilities. If these facilities remain “powered” during a long duration power outage- residents will not have to be moved- their ability to charge medical and mobility devices will remain- refrigeration and heating systems will be powered- and they could ride out the outage by sheltering in place. As communities start to prepare of the effects of climate change and energy assurance- the ability to deploy clean- reliable- renewable energy solutions should be at the top of the list. How and where solar+storage technologies can keep emergency management and response systems powered should be incorporated into new community planning discussions and resilience plans.In a blueprint for how a community could become more “power resilient-” Clean Energy Group produced a report- Clean Energy for Resilient Communities- which shows how the City of Baltimore and other cities could use clean energy to create a more reliable electric system that protects vulnerable citizens during power blackouts. The report is the first in-depth review of national policies and finance strategies to use solar and energy storage to provide more power protection in an urban setting. The report says that critical public facilities like hospitals- fire stations- gas stations- community shelters- and schools should use more resilient power technologies to protect people during power outages. The report also recommends new business models and highlights the emergence of companies that now sell solar with battery storage services to customers—to address the overlooked problem of stand-alone PV systems not working during power outages. See http://www.cleanegroup.org/assets/Uploads/2014-Files/Clean-Energy-for-Resilient-Communities-Report-Feb2014.pdf.In order for this transition to succeed- community leaders need more information about how these technologies will work and how they can finance them. Developers need to understand how to incorporate these technologies into their plans and how to communicate the benefits to communities. As communities- such as those in Massachusetts- start to deploy solar+storage technologies- Clean Energy Group needs to work find out what challenges they faced- how they overcame those challenges- and then provide these lessons-learned to other communities who are moving in the same direction.  Installations of solar+storage technologies can accelerate renewable energy markets. If more communities install solar+storage technologies in place of diesel generators- more resilient- clean and reliable power will be provided during power outages. If these systems are sized to provide power to larger loads all of the time- communities will decrease their reliance on fossil fuels and drive the market demand for solar and storage technologies. This increased demand should result in lower costs as these markets achieve scale. The more renewable energy technologies are deployed- the greater our ability to meet the challenges of climate change. As a society- the move the domestic- distributed energy production in renewable energy will also have economic- health- and other societal benefits at the local and national level. What many people who install gird-connected solar PV equipment on their homes fail to realize is that in most cases- if the grid goes down- there solar panels can no longer supply electricity to their homes. With solar+storage systems- additional equipment is deployed that would allow the home to disconnect from the grid during a power outage and continue to generate power that the homeowner can use. The same goes for business and other facilities. Adding storage to a system moves the solar equipment to a new level – with the ability to provide power during an outage.With steadily dropping costs in both solar and energy storage technologies- solar+storage has become a viable and more reliable choice for emergency power. Not only do solar+storage systems have the ability to provide power indefinitely when the grid is unavailable- they can also cut costs and generate revenue during the 99.9% of the time when the grid is functioning normally. In many cases- these savings and revenue streams can drastically reduce the payback period of an energy storage system. These technologies can provide clean energy- possible revenues- and more energy security to communities. As part of the Resilient Power Project- Clean Energy Group has created a small technical assistance fund to help communities analyze these options as part of our Resilient Power Project- with funding from several foundations. But the demand is great to work with more communities across the country. In addition- to get to scale- new forms of financing mechanisms are needed to aggregate projects and bring in lower cost capital to reduce project costs for communities. Our Resilient Power Project is addressing the challenges to widespread deployment of these technologies. We have recently published a report- “Financing for Resilient Power Solutions” that can be downloaded at http://www.cleanegroup.org/assets/Uploads/CEG-Financing-for-Resilient-Power.pdf. Solar+storage is a hybrid innovation that benefits customers directly- so it is not dependent solely on the environmental attributes of the technology- but rather follows the “disruptive technology” path of cheaper- smaller and more effective technologies that will upset the established grid status quo more rapidly than a pure subsidy based model.  Clean Energy Group is working with leading community developers to install these technologies now in affordable housing communities across the country. We have a special interest in multifamily housing for low income and elderly residents- as well as assisted living and supportive housing and community facilities.We are beginning to see multifamily projects develop clean distributed generation combined with storage (resilient power) to protect low-income and vulnerable populations from extreme weather-related power outages that can last for weeks at a time.We are not a developer or finance institution. But we work with those entities- and we provide technical services and possible funding for predevelopment costs associated with near-term clean energy storage projects. In addition to providing support to developers of affordable multifamily housing and community facilities- we are working with local agencies and finance intermediaries who are concerned that critical services and facilities remain up and running in low income communities throughout extended power disruptions.Clean Energy Group is also working to create a network of state and municipal officials across the country to address climate adaptation and resilience. We are partnering with state agencies and finance intermediaries who are concerned that critical services and facilities remain up and running in communities throughout extended power disruptions.We and our partners can help state energy assurance planners to craft policy through our information sharing- best practices and research- and by sharing our experience and contacts. Clean Energy Group can also provides technical services and some funding for pre-development costs associated with near-term clean energy storage projects.  We would love working with the OpenIDEO community on clean energy deployment and an information sharing platform to distribute our free reports- concept notes- webinars and newsletters on resilient power to those who would be interested in that information.  A combination of various types of renewable energy  A Group Brainstorm ,0,0
 Pure Energies Describes the Problem Well: Well- let’s say you own a building- and your tenant pays for the power.The landlord says: “Why would I install solar? I don’t pay for power- my tenant does! I have nothing to gain!”The renter says: “I’m not going to pay tens of thousands of dollars to improve someone else’s property!”We need a solution to this problem.We need to require that leases have these kinds of profit sharing clauses for both renters and landlords.Or- create incentives for renters and landlords to sign leases like this. Here's more about the idea:http://pureenergies.com/us/how-solar-works/solar-and-renters/ ,0,0
 Younger people often convince their parents to go green because of their strong concern about climate change.What if we incentivized this by offering scholarships or forgiving student loans?e.g. If a family with a kid installs solar on their roof- the kid gets $2000 scholarship fund.If the family buys a an electric vehicle or a plug in hybrid- the young person gets another $2000.This could add up quickly as kids realize there's money to be had in getting their parents to do the right thing.Parents could also decide to go green because they love their kids and the incentives help them out.It could lead to a lot of change fast.Let's harness the younger generation's environmental energy to change their parent's actions now!  This could benefit families with kids. Younger folks get help with paying for college.Older folks get renewable energy and a lower carbon footprint.Everybody benefits if more families go green.  It helps create a tipping point to engage kids in working on greening the world and fighting climate change while receiving an incentive that will directly help them.Younger people want climate action anyway.If you pay them to work on it- they'll work that much harder.Also parents (usually) trust and love their kids.For the parents- kids are a trusted messenger- so the kid has a pretty good chance of convincing their parents to make the change- especially if the kid explains that the change will help them lead a better quality of life when they are their parents age.This whole idea could work for grandchildren and grandparents too.  Do a test where a foundation or private donor puts the word out there in a certain community that it will pay millennials whose parents go green- and see if the rate of going green goes up or not.  I'd like to connect with a funder who is willing to fund a study to see if the idea works.We could start with LED lightbulbs in a certain city or neighborhood.If kids convince their parents to switch to LED's- the kid get's a scholarship- or money for books etc. I'm a media maker who is already connected with a think tank of environmentalists based in SF. Check out http://www.oroeco.com/team Together with the right funding we are capable of putting together a media savvy campaign to make this happen.  A combination of various types of renewable energy  A Group Brainstorm ,0,0
